peak.id	CRX_Corbo	N50	HDmono	HDdimer	NRL	AP1
peak.169	0	2	1	0	3	1
peak.1690	0	0	0	1	1	0
peak.1691	1	0	1	0	0	0
peak.1692	1	0	1	0	0	0
peak.1693	1	0	0	0	0	1
peak.1694	0	1	0	0	2	0
peak.1695	0	0	0	0	2	0
peak.1696	1	0	2	0	2	2
peak.1697	0	0	0	0	1	0
peak.1698	0	0	0	1	0	0
peak.1699	0	0	0	0	1	0
peak.17	0	1	0	4	0	1
peak.170	0	0	0	0	0	1
peak.1700	2	0	2	0	1	0
peak.1701	2	0	2	0	1	2
peak.1702	0	0	0	0	0	0
peak.1703	1	0	1	0	1	2
peak.1704	0	0	0	0	0	0
peak.1705	1	0	1	0	1	0
peak.1706	3	0	1	0	2	0
peak.1707	1	0	2	0	0	1
peak.1708	1	0	1	2	1	0
peak.1709	4	1	5	0	1	1
peak.171	1	0	2	0	2	1
peak.1710	3	3	3	0	0	0
peak.1711	1	1	0	0	1	0
peak.1712	1	0	1	0	2	1
peak.1713	1	0	0	0	1	2
peak.1714	0	1	0	0	0	0
peak.1715	0	0	0	0	0	0
peak.1716	1	0	1	0	2	2
peak.1717	1	0	1	0	0	0
peak.1718	2	0	1	0	1	1
peak.1719	3	1	2	0	0	1
peak.172	1	0	1	0	0	0
peak.1720	1	0	0	0	1	0
peak.1721	1	0	1	1	0	1
peak.1722	2	0	2	0	0	0
peak.1723	1	0	2	0	0	0
peak.1724	3	0	3	0	0	0
peak.1725	0	0	2	0	1	0
peak.1726	3	0	4	0	1	1
peak.1727	4	0	3	0	0	0
peak.1728	3	3	2	0	2	2
peak.1729	1	2	1	0	1	0
peak.173	1	0	1	0	0	1
peak.1730	1	0	1	0	1	2
peak.1731	3	0	2	0	1	0
peak.1732	1	0	1	0	1	0
peak.1733	3	0	2	0	0	0
peak.1734	2	2	1	0	0	0
peak.1735	1	2	0	1	0	2
peak.1736	2	0	2	0	2	1
peak.1737	3	0	3	0	0	0
peak.1738	1	1	1	1	0	1
peak.1739	0	3	0	1	0	1
peak.174	2	0	3	0	2	1
peak.1740	2	0	2	0	1	1
peak.1741	1	0	1	0	0	0
peak.1742	2	1	1	0	2	1
peak.1743	3	2	2	0	1	1
peak.1744	3	1	2	0	2	2
peak.1745	1	0	1	1	0	0
peak.1746	5	0	3	0	0	1
peak.1747	2	0	1	0	1	1
peak.1748	1	0	1	0	0	0
peak.1749	1	0	1	0	2	1
peak.175	0	0	0	0	0	0
peak.1750	1	0	1	1	0	0
peak.1751	3	0	3	0	0	1
peak.1752	4	1	2	0	0	1
peak.1753	3	0	3	0	0	1
peak.1754	2	0	2	0	0	0
peak.1755	1	0	1	0	0	0
peak.1756	3	0	2	0	1	0
peak.1757	0	0	0	0	1	1
peak.1758	2	0	3	0	0	0
peak.1759	0	0	0	0	1	0
peak.176	2	0	2	0	0	1
peak.1760	2	0	1	0	0	0
peak.1761	1	0	1	0	0	0
peak.1762	1	0	1	0	0	0
peak.1763	2	0	1	0	0	3
peak.1764	2	3	2	0	0	2
peak.1765	3	1	2	0	0	0
peak.1766	1	0	2	0	1	1
peak.1767	0	5	1	0	0	0
peak.1768	3	0	2	0	1	1
peak.1769	2	0	2	0	0	0
peak.177	0	0	1	0	0	0
peak.1770	1	0	0	1	0	1
peak.1771	3	2	3	0	1	1
peak.1772	2	0	2	0	0	0
peak.1773	3	0	4	0	1	1
peak.1774	1	0	1	0	0	0
peak.1775	1	0	0	0	1	2
peak.1776	4	0	4	0	0	1
peak.1777	2	1	1	0	2	2
peak.1778	2	0	2	0	0	1
peak.1779	0	0	1	0	0	0
peak.178	1	1	1	0	3	1
peak.1780	0	1	0	1	2	1
peak.1781	1	0	1	0	0	0
peak.1782	2	0	2	0	1	1
peak.1783	1	0	1	0	1	0
peak.1784	0	0	1	0	0	2
peak.1785	1	0	1	0	0	2
peak.1786	0	0	0	0	1	0
peak.1787	1	0	1	0	0	1
peak.1788	4	2	2	0	2	1
peak.1789	2	0	2	0	0	0
peak.179	0	0	0	0	0	0
peak.1790	2	2	2	0	2	0
peak.1791	1	1	2	0	1	1
peak.1792	1	0	0	0	0	0
peak.1793	2	0	2	0	0	0
peak.1794	1	0	1	0	2	2
peak.1795	3	0	3	0	0	0
peak.1796	1	0	2	1	0	2
peak.1797	2	0	1	0	0	0
peak.1798	1	1	2	0	0	0
peak.1799	1	0	1	0	2	0
peak.18	0	0	0	0	0	0
peak.180	2	0	2	0	0	0
peak.1800	2	0	2	0	1	0
peak.1801	2	0	2	0	0	1
peak.1802	2	0	2	0	0	1
peak.1803	1	0	1	0	1	1
peak.1804	1	0	0	1	1	1
peak.1805	0	0	0	0	2	2
peak.1806	2	0	2	0	0	0
peak.1807	0	0	0	0	0	0
peak.1808	0	0	0	0	0	1
peak.1809	0	0	0	0	0	2
peak.181	1	0	1	0	1	0
peak.1810	2	0	1	0	0	0
peak.1811	0	0	0	0	0	1
peak.1812	2	0	2	1	1	2
peak.1813	2	1	1	0	0	1
peak.1814	1	1	1	0	1	0
peak.1815	2	1	2	0	1	0
peak.1816	1	0	1	0	1	0
peak.1817	2	0	2	0	0	1
peak.1818	0	0	0	1	0	0
peak.1819	1	0	1	1	0	0
peak.182	0	0	0	0	1	0
peak.1820	3	0	2	0	0	0
peak.1821	0	1	0	0	0	0
peak.1822	1	0	1	0	2	0
peak.1823	1	2	3	0	1	1
peak.1824	1	0	1	0	2	0
peak.1825	0	0	0	0	0	0
peak.1826	1	0	1	0	1	0
peak.1827	0	0	0	0	0	1
peak.1828	1	0	0	0	1	0
peak.1829	1	0	0	0	0	0
peak.183	2	0	2	0	1	1
peak.1830	2	0	2	0	0	0
peak.1831	1	0	0	0	1	1
peak.1832	3	0	2	0	0	1
peak.1833	3	0	3	0	0	2
peak.1834	1	1	1	0	2	0
peak.1835	2	1	2	1	0	0
peak.1836	2	0	3	0	1	1
peak.1837	0	0	0	0	1	1
peak.1838	1	0	0	0	1	0
peak.1839	2	0	2	0	0	0
peak.184	0	0	0	0	0	0
peak.1840	1	0	1	1	0	0
peak.1841	1	2	1	0	1	0
peak.1842	1	0	1	0	1	0
peak.1843	1	0	2	0	2	0
peak.1844	2	0	1	1	1	0
peak.1845	1	2	2	0	1	4
peak.1846	2	0	2	0	0	0
peak.1847	1	0	3	0	1	0
peak.1848	2	0	2	0	1	1
peak.1849	2	0	2	0	1	0
peak.185	0	0	0	1	2	0
peak.1850	2	2	1	0	3	0
peak.1851	0	0	0	0	1	0
peak.1852	0	0	0	0	1	0
peak.1853	1	0	1	0	0	0
peak.1854	1	0	1	1	1	0
peak.1855	2	1	2	0	3	1
peak.1856	2	0	2	0	0	0
peak.1857	1	0	0	0	0	1
peak.1858	1	0	1	0	2	1
peak.1859	3	0	3	0	1	0
peak.186	2	1	2	0	2	0
peak.1860	1	2	1	0	2	2
peak.1861	1	0	0	2	0	0
peak.1862	1	0	1	0	1	1
peak.1863	2	0	1	0	0	0
peak.1864	3	0	3	0	2	1
peak.1865	1	0	1	0	2	1
peak.1866	0	0	0	0	0	2
peak.1867	2	0	2	0	0	0
peak.1868	1	0	1	1	0	1
peak.1869	2	0	1	0	0	1
peak.187	2	1	2	0	1	0
peak.1870	3	1	3	0	1	1
peak.1871	2	1	2	0	1	0
peak.1872	2	0	2	0	1	1
peak.1873	1	1	0	0	1	1
peak.1874	2	0	1	0	0	0
peak.1875	3	0	3	0	1	5
peak.1876	0	0	0	0	0	1
peak.1877	3	0	3	0	4	0
peak.1878	3	0	2	0	1	0
peak.1879	3	0	4	0	1	0
peak.188	1	0	2	0	1	1
peak.1880	4	0	4	0	1	0
peak.1881	1	0	1	0	1	0
peak.1882	3	0	2	0	1	2
peak.1883	1	1	1	0	0	2
peak.1884	2	0	2	0	2	1
peak.1885	2	0	2	0	0	0
peak.1886	0	0	0	1	2	1
peak.1887	1	1	0	0	3	0
peak.1888	4	1	3	0	2	0
peak.1889	0	0	0	0	0	1
peak.189	0	0	0	0	0	0
peak.1890	1	0	1	1	0	0
peak.1892	0	1	0	0	0	0
peak.1893	19	0	18	0	0	0
peak.1894	0	3	0	1	0	2
peak.1895	4	0	0	0	1	0
peak.1896	3	0	1	0	1	1
peak.1897	1	0	3	0	0	3
peak.1898	1	0	1	0	1	0
peak.1899	1	0	1	0	0	1
peak.19	1	2	1	1	1	0
peak.190	2	0	1	0	2	0
peak.1900	3	1	2	0	1	1
peak.1901	2	0	2	0	1	1
peak.1902	2	1	2	2	1	3
peak.1903	1	0	1	1	2	2
peak.1904	3	0	4	0	0	1
peak.1905	4	0	4	0	1	0
peak.1906	4	1	3	0	1	0
peak.1907	3	1	1	0	0	1
peak.1908	0	0	0	0	0	0
peak.1909	1	1	1	0	0	1
peak.191	2	0	2	0	0	0
peak.1910	3	1	2	0	1	0
peak.1911	2	0	2	1	2	0
peak.1912	0	0	1	0	1	0
peak.1913	3	0	2	0	0	0
peak.1914	0	0	1	2	0	0
peak.1915	3	1	2	0	0	0
peak.1916	2	1	1	1	0	0
peak.1917	0	0	0	1	2	1
peak.1918	0	0	0	0	0	0
peak.1919	3	0	3	0	1	0
peak.192	2	0	2	0	0	1
peak.1920	0	1	0	0	1	1
peak.1921	3	0	2	0	1	1
peak.1922	2	0	2	0	1	0
peak.1923	3	0	1	0	2	0
peak.1924	2	0	3	0	2	3
peak.1925	1	0	1	0	0	1
peak.1926	2	0	3	0	0	0
peak.1927	1	0	0	1	0	0
peak.1928	3	0	3	0	1	1
peak.1929	1	0	1	0	0	2
peak.193	3	0	3	0	1	1
peak.1930	0	2	0	2	2	1
peak.1931	1	0	1	0	0	1
peak.1932	1	0	1	0	0	0
peak.1933	3	0	3	0	0	1
peak.1934	1	0	0	0	0	0
peak.1935	2	0	2	0	0	0
peak.1936	1	0	1	0	0	0
peak.1937	4	0	2	0	0	0
peak.1938	1	0	1	0	0	0
peak.1939	3	1	3	0	2	0
peak.194	1	1	1	0	1	1
peak.1940	0	0	0	2	0	0
peak.1941	0	0	0	0	1	0
peak.1942	1	0	1	1	1	1
peak.1943	1	1	1	2	1	2
peak.1945	4	0	4	0	2	1
peak.1946	3	0	3	0	0	0
peak.1947	2	0	1	1	1	0
peak.1948	4	0	3	0	2	0
peak.1949	3	2	2	0	1	1
peak.195	3	0	3	0	0	1
peak.1950	1	0	2	0	0	0
peak.1951	1	0	1	0	1	1
peak.1952	1	0	1	0	1	1
peak.1953	2	0	2	0	0	0
peak.1954	5	1	4	0	1	1
peak.1955	1	0	1	0	0	1
peak.1956	1	1	1	0	0	0
peak.1957	1	1	2	1	3	0
peak.1958	2	0	2	0	0	0
peak.1959	3	0	3	0	0	1
peak.196	2	1	1	1	1	0
peak.1960	3	0	3	0	0	3
peak.1961	3	1	1	0	0	2
peak.1962	3	1	3	0	0	0
peak.1963	3	1	3	0	1	1
peak.1964	1	0	1	1	1	0
peak.1965	2	1	2	0	0	0
peak.1966	0	0	1	0	1	0
peak.1967	1	0	2	0	2	1
peak.1968	1	0	0	0	0	0
peak.1969	1	2	1	0	0	1
peak.197	0	1	0	0	1	0
peak.1970	1	0	1	0	0	0
peak.1971	2	0	2	0	2	1
peak.1972	1	0	1	0	3	0
peak.1973	2	1	2	0	1	0
peak.1974	0	0	2	0	2	0
peak.1975	0	4	0	0	0	0
peak.1976	3	0	2	1	0	0
peak.1977	1	0	2	0	1	1
peak.1978	0	0	1	0	2	1
peak.1979	2	1	2	0	1	0
peak.198	4	0	3	0	0	3
peak.1980	2	1	1	0	0	1
peak.1981	2	0	2	0	0	0
peak.1982	1	2	0	0	1	0
peak.1983	1	2	1	0	1	2
peak.1984	1	0	1	0	1	2
peak.1985	2	0	3	0	2	3
peak.1986	0	1	0	0	1	1
peak.1987	0	1	0	0	1	2
peak.1988	2	2	2	0	1	2
peak.1989	2	0	3	0	2	1
peak.199	1	1	0	0	1	0
peak.1990	2	0	1	0	0	1
peak.1991	0	0	0	1	0	1
peak.1992	4	1	2	0	2	1
peak.1993	1	0	0	0	2	0
peak.1994	1	0	1	0	0	0
peak.1995	2	0	1	0	1	0
peak.1996	1	1	1	0	1	0
peak.1997	1	1	1	0	2	0
peak.1998	1	0	1	0	0	0
peak.1999	3	1	2	0	0	2
peak.2	1	0	1	0	0	1
peak.20	0	0	0	0	2	1
peak.200	2	0	3	0	1	0
peak.2000	2	2	1	0	2	2
peak.2001	4	2	3	0	2	1
peak.2002	3	2	3	0	1	0
peak.2003	1	0	1	0	1	1
peak.2004	1	0	0	0	2	0
peak.2005	0	2	0	0	1	3
peak.2006	1	1	1	0	1	0
peak.2007	2	4	2	0	0	1
peak.2008	3	3	1	1	1	0
peak.2009	3	0	3	0	0	1
peak.201	0	4	0	0	0	2
peak.2010	2	0	2	0	1	1
peak.2011	2	0	2	0	0	1
peak.2012	1	0	1	0	1	0
peak.2013	2	1	0	0	0	2
peak.2014	0	0	0	0	1	0
peak.2015	2	1	1	0	1	1
peak.2016	0	0	0	0	0	0
peak.2017	3	2	2	0	1	2
peak.2018	0	0	0	0	3	0
peak.2019	1	0	0	0	0	0
peak.202	2	0	1	0	0	0
peak.2020	2	1	2	0	0	1
peak.2021	2	0	2	0	0	0
peak.2022	1	0	1	0	1	0
peak.2023	3	0	3	1	0	0
peak.2024	4	2	2	0	0	2
peak.2025	1	0	1	0	0	2
peak.2026	3	3	2	0	0	1
peak.2027	1	0	1	0	1	1
peak.2028	2	0	1	0	0	0
peak.2029	1	0	1	0	1	0
peak.203	1	6	1	0	1	1
peak.2030	0	2	1	0	0	0
peak.2031	1	1	0	0	0	0
peak.2032	1	2	1	1	0	0
peak.2033	4	0	4	0	1	1
peak.2034	1	1	1	0	0	1
peak.2035	0	0	0	0	0	0
peak.2036	1	0	1	2	1	1
peak.2037	0	0	0	1	2	0
peak.2038	4	0	3	0	1	0
peak.2039	1	1	1	0	0	0
peak.204	1	5	0	0	1	0
peak.2040	1	2	1	0	2	0
peak.2041	0	0	0	0	0	1
peak.2042	0	2	0	0	0	1
peak.2043	1	0	1	0	0	0
peak.2044	0	0	0	0	0	0
peak.2045	3	1	2	0	0	1
peak.2046	2	0	1	1	0	0
peak.2047	2	1	2	0	3	0
peak.2048	0	2	0	1	1	2
peak.2049	3	0	2	0	0	0
peak.205	3	3	2	0	2	1
peak.2050	2	0	0	1	0	2
peak.2051	2	2	2	0	0	0
peak.2052	2	1	2	1	0	3
peak.2053	1	0	1	1	1	1
peak.2054	3	0	2	0	0	0
peak.2055	3	2	2	0	0	0
peak.2056	4	1	3	0	1	1
peak.2057	0	0	1	0	2	1
peak.2058	3	1	3	0	0	3
peak.2059	0	0	0	0	0	0
peak.206	0	2	0	1	0	1
peak.2060	1	0	2	0	2	1
peak.2061	0	0	1	0	0	0
peak.2062	2	1	1	0	1	2
peak.2063	1	0	2	0	3	1
peak.2064	0	0	0	0	1	0
peak.2065	1	0	0	0	0	0
peak.2066	0	1	0	1	0	1
peak.2067	2	0	2	0	0	0
peak.2068	1	1	2	0	0	2
peak.2069	3	0	3	0	0	1
peak.207	1	0	1	0	0	1
peak.2070	1	0	2	0	2	0
peak.2071	1	0	1	0	0	0
peak.2072	1	0	1	0	0	1
peak.2073	3	0	3	0	0	0
peak.2074	4	0	2	0	1	2
peak.2075	1	0	2	0	0	0
peak.2076	3	0	4	0	0	1
peak.2077	2	0	3	0	2	0
peak.2078	1	0	1	0	0	0
peak.2079	1	0	3	0	1	0
peak.208	2	0	2	0	0	1
peak.2080	0	0	0	0	0	0
peak.2081	2	0	2	0	1	1
peak.2082	2	1	1	0	0	0
peak.2083	0	0	0	0	1	0
peak.2084	4	1	4	0	1	2
peak.2085	0	0	1	0	1	0
peak.2086	4	1	2	0	0	2
peak.2087	0	0	0	0	0	1
peak.2088	2	2	1	0	1	0
peak.2089	2	0	2	0	1	1
peak.209	1	0	0	0	0	0
peak.2090	3	4	3	0	0	1
peak.2091	0	0	0	0	0	1
peak.2092	0	1	0	0	0	1
peak.2093	1	0	0	0	1	2
peak.2094	1	0	1	0	0	0
peak.2095	2	0	1	0	1	1
peak.2096	1	0	1	0	0	0
peak.2097	0	0	0	0	0	0
peak.2098	3	0	3	0	1	0
peak.2099	3	0	3	1	0	2
peak.21	2	0	2	0	1	1
peak.210	1	1	1	0	1	1
peak.2100	0	0	0	1	2	1
peak.2101	2	0	1	0	0	0
peak.2102	0	0	0	1	0	0
peak.2103	3	0	3	0	0	0
peak.2104	1	0	1	0	0	0
peak.2105	2	0	3	0	0	1
peak.2106	1	0	1	0	0	0
peak.2107	1	1	1	0	0	0
peak.2108	1	0	0	1	1	0
peak.2109	1	0	1	0	0	0
peak.211	1	0	2	0	2	1
peak.2110	1	0	1	0	0	0
peak.2111	1	0	1	0	0	2
peak.2112	0	0	0	0	1	0
peak.2113	1	0	1	0	0	0
peak.2114	1	2	0	0	1	0
peak.2115	3	0	3	0	1	0
peak.2116	0	0	0	1	1	0
peak.2117	2	1	2	1	2	0
peak.2118	2	1	1	1	1	2
peak.2119	3	1	2	1	0	0
peak.212	0	3	2	0	0	0
peak.2120	4	0	3	0	0	1
peak.2121	1	0	2	1	1	0
peak.2122	2	1	2	0	1	2
peak.2123	2	1	2	1	1	1
peak.2124	2	1	2	0	2	0
peak.2125	2	0	2	0	1	1
peak.2126	2	1	3	0	0	1
peak.2127	1	1	2	0	0	2
peak.2128	2	0	2	1	2	0
peak.2129	2	2	1	0	0	0
peak.213	2	1	2	0	2	1
peak.2130	3	0	2	0	1	0
peak.2131	1	2	1	0	2	1
peak.2132	0	0	1	0	1	1
peak.2133	1	0	1	1	0	1
peak.2134	0	1	0	0	0	0
peak.2135	1	0	0	0	0	0
peak.2136	0	0	0	0	0	0
peak.2137	0	1	0	0	0	2
peak.2138	3	0	3	0	2	0
peak.2139	2	0	3	0	1	0
peak.214	2	0	2	0	2	1
peak.2140	3	0	2	0	0	1
peak.2141	2	0	2	0	0	1
peak.2142	0	0	1	0	0	1
peak.2143	0	0	0	0	0	0
peak.2144	2	0	2	0	2	0
peak.2145	2	0	3	0	0	0
peak.2146	2	0	0	0	1	0
peak.2147	2	0	1	0	1	0
peak.2148	0	0	0	0	0	1
peak.2149	2	1	2	0	2	0
peak.215	2	1	2	0	2	1
peak.2150	0	0	1	0	0	0
peak.2151	2	0	2	0	0	0
peak.2152	1	0	0	0	2	0
peak.2153	0	0	0	1	1	0
peak.2154	2	0	2	0	1	1
peak.2155	1	0	1	0	1	0
peak.2156	3	0	4	0	1	0
peak.2157	2	0	2	0	0	0
peak.2158	2	0	1	3	0	1
peak.2159	1	0	1	0	2	1
peak.216	1	0	2	0	1	0
peak.2160	2	0	2	0	2	0
peak.2161	0	0	0	0	0	0
peak.2162	2	0	2	0	1	0
peak.2163	1	1	1	0	0	1
peak.2164	3	3	3	0	0	1
peak.2165	2	0	2	0	0	0
peak.2166	0	0	0	0	0	1
peak.2167	2	0	1	0	1	1
peak.2168	3	0	2	0	0	3
peak.2169	1	1	1	0	2	1
peak.217	3	1	4	0	0	0
peak.2170	1	0	1	0	0	2
peak.2171	1	0	1	0	3	0
peak.2172	1	0	1	0	2	2
peak.2173	1	0	1	0	0	1
peak.2174	2	2	1	0	1	0
peak.2175	2	0	3	0	2	1
peak.2176	4	1	3	0	1	1
peak.2177	0	0	0	0	0	0
peak.2178	1	0	1	0	1	1
peak.2179	3	0	3	0	2	0
peak.218	4	0	4	0	1	0
peak.2180	4	0	3	1	1	0
peak.2181	2	1	2	0	0	2
peak.2182	1	0	1	0	0	0
peak.2183	3	0	2	0	0	2
peak.2184	0	0	0	0	0	0
peak.2185	0	0	0	0	2	0
peak.2186	0	0	0	0	2	0
peak.2187	1	0	1	0	0	2
peak.2188	1	1	0	0	1	0
peak.2189	1	0	1	0	1	0
peak.219	2	0	2	0	0	1
peak.2190	3	1	2	0	1	1
peak.2191	2	0	2	0	1	0
peak.2192	1	0	1	1	0	0
peak.2193	2	3	1	1	0	1
peak.2194	2	0	2	0	0	0
peak.2195	1	1	0	0	0	2
peak.2196	2	2	1	0	0	1
peak.2197	2	0	2	0	0	0
peak.2198	0	0	0	0	0	0
peak.2199	0	1	0	0	1	1
peak.22	2	0	2	0	2	2
peak.220	1	1	2	1	0	2
peak.2200	1	0	0	1	1	0
peak.2201	2	0	2	0	1	0
peak.2202	0	1	0	0	1	1
peak.2203	3	0	3	0	0	1
peak.2204	2	1	2	1	0	2
peak.2205	3	0	2	0	1	1
peak.2206	3	1	4	0	1	1
peak.2207	0	0	1	2	2	1
peak.2208	3	3	3	0	1	0
peak.2209	2	1	1	2	2	2
peak.221	1	0	1	1	1	0
peak.2210	0	1	0	0	2	0
peak.2211	4	1	3	0	3	1
peak.2212	3	1	3	0	0	1
peak.2213	0	0	2	0	1	0
peak.2214	0	0	0	0	0	0
peak.2215	1	1	1	0	2	0
peak.2216	2	3	1	0	3	0
peak.2217	0	0	0	0	0	2
peak.2218	4	1	2	0	0	1
peak.2219	1	4	1	0	2	1
peak.222	2	0	1	1	0	1
peak.2220	3	1	2	0	1	0
peak.2221	0	0	0	0	1	0
peak.2222	0	2	0	0	0	0
peak.2223	1	0	0	1	0	1
peak.2224	1	0	1	0	0	2
peak.2225	0	0	0	0	0	2
peak.2226	0	0	0	0	1	1
peak.2227	1	0	1	0	2	0
peak.2228	1	0	2	0	1	0
peak.2229	2	1	2	0	0	0
peak.223	0	0	1	1	0	1
peak.2230	2	0	2	0	2	0
peak.2231	0	0	0	0	0	0
peak.2232	0	4	0	0	1	1
peak.2233	0	0	0	1	1	0
peak.2234	3	1	2	0	1	1
peak.2235	4	0	3	0	1	0
peak.2236	1	0	1	0	1	1
peak.2237	2	0	3	0	1	0
peak.2238	0	3	0	2	1	1
peak.2239	2	0	2	0	2	1
peak.224	2	1	1	0	2	0
peak.2240	2	0	2	0	1	0
peak.2241	1	0	1	0	1	0
peak.2242	1	0	1	0	1	1
peak.2243	0	0	0	0	1	0
peak.2244	3	0	3	0	0	0
peak.2245	1	1	2	1	2	1
peak.2246	3	0	1	0	1	0
peak.2247	3	0	2	0	0	0
peak.2248	3	0	2	0	0	2
peak.2249	1	0	1	0	1	0
peak.225	1	1	1	0	1	0
peak.2250	3	0	2	0	1	0
peak.2251	1	1	0	0	0	0
peak.2252	3	0	3	0	0	1
peak.2253	2	0	1	0	1	1
peak.2254	1	0	1	0	1	0
peak.2255	1	0	1	0	1	0
peak.2256	2	0	2	0	2	0
peak.2257	1	3	0	0	0	0
peak.2258	2	0	2	0	0	0
peak.2259	2	1	1	0	1	0
peak.226	5	2	4	0	0	0
peak.2260	5	2	3	0	2	1
peak.2261	2	1	3	0	0	1
peak.2262	3	0	3	0	2	1
peak.2263	0	0	0	0	1	0
peak.2264	1	1	0	1	0	2
peak.2265	2	1	1	0	0	0
peak.2266	1	1	1	0	1	0
peak.2267	3	0	2	0	1	0
peak.2268	2	0	2	0	1	1
peak.2269	0	1	0	0	0	0
peak.227	5	1	4	0	1	0
peak.2270	0	0	0	0	0	0
peak.2271	0	2	0	0	1	1
peak.2272	0	0	0	0	0	0
peak.2273	0	0	0	1	0	1
peak.2274	2	0	2	0	2	1
peak.2275	2	0	1	0	1	2
peak.2276	2	1	2	0	2	0
peak.2277	2	0	3	0	0	0
peak.2278	2	0	2	0	0	2
peak.2279	2	0	2	0	1	1
peak.228	1	3	2	0	2	1
peak.2280	4	3	1	0	0	0
peak.2281	1	2	1	1	0	0
peak.2282	1	0	2	0	2	0
peak.2283	5	1	3	0	0	1
peak.2284	1	0	1	1	0	0
peak.2285	0	2	0	0	0	0
peak.2286	0	0	0	1	3	1
peak.2287	3	1	3	0	1	1
peak.2288	3	1	2	0	1	2
peak.2289	1	0	0	1	3	1
peak.229	0	0	0	1	1	1
peak.2290	3	0	4	0	3	1
peak.2291	2	0	1	0	0	0
peak.2292	1	0	1	0	0	2
peak.2293	2	0	1	0	1	0
peak.2294	2	0	2	0	1	0
peak.2295	0	0	0	1	1	0
peak.2296	3	0	2	0	0	0
peak.2297	1	0	3	0	1	0
peak.2298	1	0	1	0	1	0
peak.2299	1	0	2	0	0	1
peak.23	1	0	1	0	0	2
peak.230	2	2	2	0	1	0
peak.2300	1	1	1	0	1	0
peak.2301	3	0	2	0	1	2
peak.2302	0	0	1	0	1	0
peak.2303	1	0	1	0	0	0
peak.2304	2	1	2	0	0	1
peak.2305	1	0	2	0	0	2
peak.2306	2	0	1	0	2	0
peak.2307	1	2	2	0	1	0
peak.2308	1	0	1	0	0	0
peak.2309	1	0	2	0	0	0
peak.231	1	0	2	0	1	1
peak.2310	1	2	2	0	0	0
peak.2311	2	0	1	0	1	1
peak.2312	2	0	3	0	2	0
peak.2313	0	0	0	0	1	0
peak.2314	0	0	0	0	0	0
peak.2315	0	0	0	1	0	0
peak.2316	1	2	1	0	0	0
peak.2317	2	0	2	1	0	0
peak.2318	2	0	1	0	1	1
peak.2319	5	0	4	0	0	1
peak.232	2	0	1	0	1	1
peak.2320	1	0	1	0	0	0
peak.2321	2	1	2	0	1	1
peak.2322	1	4	0	0	2	0
peak.2323	1	0	1	0	0	1
peak.2324	2	0	1	0	0	1
peak.2325	0	1	0	0	0	2
peak.2326	2	0	2	1	2	0
peak.2327	0	1	0	0	1	2
peak.2328	1	0	2	0	0	1
peak.2329	1	0	0	0	0	1
peak.233	0	0	0	0	0	0
peak.2330	3	0	2	0	1	1
peak.2331	3	0	1	1	1	0
peak.2332	2	1	2	0	0	0
peak.2333	0	0	1	0	2	0
peak.2334	0	0	1	0	0	0
peak.2335	0	0	0	0	0	0
peak.2336	0	0	0	0	1	1
peak.2337	2	0	1	0	1	0
peak.2338	0	0	0	0	0	1
peak.2339	1	0	1	0	0	0
peak.234	3	0	2	0	0	0
peak.2340	2	0	1	0	0	0
peak.2341	2	2	1	1	1	1
peak.2342	3	0	3	0	2	1
peak.2343	2	0	2	0	1	0
peak.2344	3	0	4	0	1	0
peak.2345	3	1	3	0	1	0
peak.2346	2	2	2	0	1	1
peak.2347	2	0	2	0	0	0
peak.2348	2	0	2	0	1	1
peak.2349	3	0	3	0	2	0
peak.235	0	0	0	0	1	0
peak.2350	0	0	0	0	0	1
peak.2351	1	0	0	0	0	1
peak.2352	0	0	0	0	0	1
peak.2353	3	0	1	1	2	1
peak.2354	2	0	1	0	0	0
peak.2355	3	0	3	0	0	0
peak.2356	0	0	0	0	0	1
peak.2357	0	0	0	0	1	0
peak.2358	4	0	4	0	0	1
peak.2359	0	0	0	0	0	0
peak.236	2	1	2	0	1	0
peak.2360	3	0	2	0	3	0
peak.2361	1	3	0	2	0	1
peak.2362	3	2	2	0	0	1
peak.2363	0	0	0	1	1	0
peak.2364	2	0	4	0	1	0
peak.2365	0	0	0	0	1	0
peak.2366	3	0	3	0	1	0
peak.2367	3	2	2	0	2	1
peak.2368	3	1	1	0	2	2
peak.2369	2	0	2	0	0	0
peak.237	2	0	2	0	2	1
peak.2370	1	0	2	0	4	0
peak.2371	2	0	3	0	0	1
peak.2372	1	0	0	0	0	0
peak.2373	0	0	0	0	0	0
peak.2374	0	0	1	0	1	0
peak.2375	1	2	0	0	1	1
peak.2376	2	1	0	0	2	0
peak.2377	2	1	1	0	0	0
peak.2378	1	3	1	0	2	0
peak.2379	2	2	1	1	1	0
peak.238	2	1	2	0	1	0
peak.2380	2	1	1	0	2	1
peak.2381	1	0	0	1	0	0
peak.2382	0	0	0	0	0	0
peak.2383	0	0	0	0	0	0
peak.2384	1	2	1	0	1	0
peak.2385	3	0	2	0	2	1
peak.2386	1	0	0	0	4	0
peak.2387	2	0	2	0	1	0
peak.2388	4	1	3	0	2	1
peak.2389	2	0	2	0	0	1
peak.239	0	0	0	0	0	0
peak.2390	2	0	2	1	1	1
peak.2391	1	0	1	0	1	0
peak.2392	3	0	2	0	0	0
